indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,ts_20,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,ts_10,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,ts_50,q_min,np_010,fecha,glo
2462,,12.0,78.0,4,14,6.2,819.9(29),9.0,1014.8,808.4,-0.3,,7.3,0,0.0,2.0,,5,16.0,47.0,1.0,3.4,15,,324.0,62.0,2,11.0,,163.6,4,0,,14.0,15,-3.4,8,3.3,7.0,2.0,,790.6(22),13,01-04-2022,51996.0
2462,,,52.0,0,5,9.8,819.5(10),7.0,1015.2,812.3,3.6,,12.6,0,,,,1,,74.0,0.0,,5,,295.0,58.0,0,,,15.2,4,0,,11.0,6,3.1,2,8.7,13.7,,,802.6(21),2,01-04-2023,69896.0
2462,,,64.0,0,6,8.4,825.8(12),10.0,1017.0,812.5,2.0,,10.5,0,,,,3,,63.0,0.0,6.6,6,,328.0,63.0,0,,,41.8,1,0,,14.0,12,1.3,7,6.4,10.7,,,794.2(27),4,01-04-2024,61746.0
2462,,13.0,68.0,1,12,6.9,824.3(28),,1014.6,811.4,4.3,,16.6,0,1.0,4.0,,4,14.0,47.0,,8.9,13,,,72.0,0,8.0,742.0,98.0,5,7,9.9,8.0,9,0.4,7,8.2,12.0,0.0,7.6,801.3(03),12,01-05-2001,
2462,,12.0,74.0,3,18,6.6,820.2(14),,1014.8,810.4,1.8,,11.0,0,3.0,3.0,,1,16.0,45.0,,8.1,17,,,71.0,0,14.0,627.0,79.4,7,2,8.3,13.0,13,-1.0,9,6.2,10.5,1.0,7.5,799.1(08),14,01-05-2002,
2462,,7.0,66.0,1,10,9.8,825.1(21),5.0,1016.7,814.2,4.1,,9.8,0,0.0,6.0,,2,18.0,67.0,0.0,7.6,8,,310.0,81.0,1,8.0,927.0,88.9,4,2,8.5,13.0,6,-0.5,3,9.2,14.3,0.0,7.2,805.9(07),6,01-05-2003,
2462,,16.0,82.0,1,19,5.2,820.2(18),5.0,1014.4,809.9,2.0,,8.0,0,4.0,1.0,,8,14.0,36.0,1.0,6.9,18,,312.0,77.0,2,10.0,402.0,215.8,9,4,7.6,12.0,13,-0.7,8,5.8,9.7,2.0,5.7,793.5(03),17,01-05-2004,
2462,,8.0,59.0,0,10,8.1,819.4(25),,1014.9,812.9,5.3,,13.5,0,0.0,4.0,,3,19.0,56.0,,12.4,10,,,70.0,0,6.0,1129.0,65.8,8,1,13.5,11.0,2,5.3,2,10.1,14.9,0.0,10.3,804.3(16),9,01-05-2005,
2462,,9.0,57.0,1,5,9.4,823.3(27),6.0,1014.7,813.7,5.9,,13.0,0,0.0,3.0,,4,19.0,65.0,0.0,9.1,6,,341.0,77.0,0,3.0,1057.0,60.5,5,2,10.4,14.0,3,7.8,0,11.0,16.1,0.0,8.6,805.7(22),5,01-05-2006,
2462,,13.0,76.0,6,18,6.8,823.5(08),10.0,1015.2,811.5,2.8,,10.9,0,0.0,3.0,,4,15.0,47.0,0.0,,14,,384.0,79.0,2,15.0,552.0,143.3,5,4,,16.0,9,1.1,4,7.4,11.9,1.0,,800.6(03),12,01-05-2007,
2462,,18.0,84.0,4,23,4.5,816.7(03),1.0,1011.2,807.4,2.7,,8.2,0,0.0,1.0,,10,12.0,31.0,0.0,6.5,25,,309.0,79.0,1,18.0,376.0,225.4,16,5,6.9,13.0,5,3.4,6,6.6,10.4,0.0,6.5,800.3(25),24,01-05-2008,
2462,,,56.0,1,6,,820.3(28),9.0,1015.0,813.4,5.5,,12.0,0,,,,1,,,0.0,7.6,8,,359.0,71.0,0,,,38.9,9,1,9.0,16.0,2,7.2,0,10.4,15.3,,,806.3(11),7,01-05-2009,
2462,,11.0,77.0,2,15,7.6,821.5(30),5.0,1013.5,809.6,1.8,,10.6,0,1.0,5.0,,2,15.0,52.0,0.0,,15,,319.0,77.0,0,10.0,707.0,88.9,5,0,,13.0,13,-3.0,8,6.3,10.8,4.0,,798.9(09),9,01-05-2010,
2462,,7.0,70.0,2,9,8.3,821.0(24),,1014.8,813.5,5.9,,11.6,0,0.0,3.0,,3,21.0,57.0,,,14,,,92.0,0,8.0,834.0,91.8,14,4,,9.0,0,7.8,0,10.9,15.9,1.0,,797.9(02),12,01-05-2011,
2462,,9.0,64.0,0,11,8.6,824.9(11),7.0,1014.3,812.8,5.5,,12.7,0,0.0,3.0,,4,19.0,59.0,0.0,8.9,10,,345.0,80.0,0,10.0,1193.0,85.0,4,2,,15.0,7,3.5,6,10.0,14.4,1.0,,801.6(20),9,01-05-2012,
2462,,15.0,77.0,1,18,6.4,816.7(12),1.0,1015.1,809.9,1.4,,7.1,0,0.0,5.0,,5,11.0,44.0,0.0,6.1,17,,293.0,68.0,0,15.0,594.0,134.4,5,2,,11.0,13,0.1,10,5.3,9.2,0.0,,792.8(17),14,01-05-2013,61512.0
2462,,10.0,63.0,1,11,8.5,819.7(14),5.0,1014.4,811.9,4.1,,9.8,0,0.0,4.0,,3,17.0,59.0,0.0,10.6,10,,311.0,72.0,0,10.0,1088.0,66.8,6,1,,12.0,5,3.2,4,8.6,13.1,0.0,,797.9(21),8,01-05-2014,70101.0
2462,,5.0,55.0,0,4,9.8,823.1(12),5.0,1016.1,814.9,5.8,,17.9,0,0.0,8.0,,0,18.0,68.0,1.0,11.8,5,,309.0,76.0,0,2.0,1558.0,8.0,6,2,,12.0,4,8.6,0,11.1,16.4,0.0,,802.1(04),3,01-05-2015,76285.0
2462,,15.0,75.0,1,15,6.7,818.4(19),12.0,1014.1,810.4,3.2,,9.3,0,0.0,3.0,,10,13.0,47.0,3.0,7.8,14,,385.0,74.0,2,13.0,753.0,239.5,7,0,,15.0,3,2.8,6,7.0,10.7,1.0,,794.3(08),12,01-05-2016,59650.0
2462,,10.0,64.0,3,7,7.8,823.2(15),11.0,1014.0,812.9,5.9,,12.7,0,0.0,0.0,,5,21.0,54.0,0.0,10.7,11,,337.0,83.0,1,6.0,1116.0,105.3,8,3,,14.0,3,4.4,1,10.8,15.6,0.0,,795.6(11),9,01-05-2017,
2462,,10.0,78.0,1,11,6.3,815.2(31),4.0,1014.4,811.1,3.6,,7.9,0,0.0,0.0,,3,21.0,44.0,0.0,8.7,21,,262.0,83.0,1,9.0,437.0,127.2,23,7,,11.0,7,3.8,1,7.6,11.6,1.0,,806.2(01),15,01-05-2018,55760.0
2462,,8.0,54.0,0,7,9.4,821.3(30),4.0,1013.9,812.3,4.4,,11.5,0,0.0,8.0,,0,15.0,65.0,0.0,10.9,6,,281.0,66.0,0,6.0,1222.0,5.6,5,0,,11.0,5,4.8,3,9.8,15.1,0.0,,801.2(17),3,01-05-2019,75882.0
2462,,11.0,66.0,1,8,8.4,823.6(23),4.0,1014.7,814.0,6.9,,12.8,0,0.0,4.0,,5,16.0,58.0,0.0,11.6,10,,286.0,90.0,1,7.0,1053.0,110.5,11,5,,12.0,0,4.3,2,11.3,15.7,0.0,,799.7(14),9,01-05-2020,68205.0
2462,,11.0,72.0,1,11,7.3,819.1(19),7.0,1015.7,813.0,3.9,,11.4,0,0.0,2.0,,2,18.0,51.0,0.0,9.7,12,,279.0,82.0,0,10.0,863.0,68.0,11,2,,11.0,6,5.1,3,8.4,12.9,0.0,,801.2(09),11,01-05-2021,64567.0
2462,,6.0,56.0,1,5,9.8,821.6(20),4.0,1014.9,814.6,7.3,,14.3,0,0.0,8.0,,1,17.0,68.0,0.0,,6,,301.0,80.0,0,6.0,1484.0,38.0,7,3,,12.0,1,4.4,0,12.0,16.7,0.0,,805.4(03),3,01-05-2022,74970.0
2462,,,65.0,0,11,7.9,819.7(08),3.0,1015.1,812.5,3.6,,9.2,0,,,,1,,55.0,0.0,11.3,14,,288.0,76.0,1,,,78.6,14,3,,12.0,6,7.2,1,8.7,13.7,,,806.7(21),12,01-05-2023,68887.0
2462,,,67.0,2,13,7.9,817.9(28),0.0,1013.3,811.1,4.1,,13.4,0,,,,2,,54.0,0.0,9.5,13,,229.0,77.0,0,,,49.2,8,5,,10.0,5,1.3,4,8.8,13.5,,,802.7(16),9,01-05-2024,68318.0
2462,,2.0,42.0,0,3,12.0,822.2(30),,1014.1,816.1,9.8,,18.0,0,0.0,14.0,,1,14.0,79.0,,19.1,2,,,74.0,0,3.0,1921.0,26.0,3,1,20.6,10.0,0,11.0,0,15.5,21.1,0.0,16.2,807.7(10),1,01-06-2001,
2462,,7.0,50.0,0,6,10.2,822.2(22),14.0,1013.4,815.0,9.7,,16.6,0,0.0,7.0,,4,16.0,68.0,1.0,14.1,9,,379.0,80.0,0,4.0,1536.0,63.7,5,4,16.0,16.0,4,4.4,4,14.9,20.1,1.0,12.4,800.7(05),5,01-06-2002,
2462,,4.0,51.0,1,2,10.6,821.9(14),6.0,1012.2,815.3,11.6,,15.5,0,0.0,4.0,,0,22.0,71.0,0.0,12.8,7,,399.0,97.0,0,2.0,1684.0,15.3,7,2,15.5,17.0,0,13.5,0,16.7,21.8,0.0,11.9,807.5(29),4,01-06-2003,
2462,,2.0,53.0,1,3,11.2,822.9(28),3.0,1015.0,817.1,10.5,,18.0,0,0.0,10.0,,1,18.0,75.0,0.0,17.4,5,,288.0,99.0,0,2.0,1431.0,24.1,4,5,19.3,12.0,0,13.2,0,15.8,21.0,1.0,14.4,807.5(19),4,01-06-2004,
2462,,1.0,49.0,2,3,10.9,822.1(16),,1013.7,815.9,10.2,,13.4,0,0.0,10.0,,4,19.0,72.0,,17.4,12,,,91.0,0,2.0,1548.0,82.1,11,9,19.5,10.0,0,13.4,0,15.8,21.3,0.0,15.0,806.6(13),9,01-06-2005,
2462,,3.0,52.0,3,4,10.6,819.7(30),7.0,1013.4,815.3,9.8,,15.8,0,0.0,6.0,,4,21.0,71.0,0.0,12.7,8,,357.0,91.0,0,2.0,1355.0,91.4,7,7,14.2,15.0,0,15.8,0,15.3,20.8,0.0,12.1,810.6(24),8,01-06-2006,
2462,,6.0,64.0,0,10,9.7,819.0(01),6.0,1013.1,812.7,6.8,,12.5,0,1.0,7.0,,2,17.0,65.0,0.0,14.4,7,,363.0,88.0,1,6.0,954.0,91.9,7,2,15.5,16.0,0,9.1,0,11.5,16.1,0.0,12.0,806.6(14),4,01-06-2007,
2462,,6.0,66.0,1,9,9.3,820.0(27),2.0,1014.4,814.4,7.6,,15.3,0,0.0,6.0,,2,16.0,62.0,0.0,9.5,9,,286.0,96.0,1,7.0,923.0,72.9,8,3,11.1,12.0,0,6.8,1,12.4,17.2,0.0,9.1,805.2(16),7,01-06-2008,
2462,,,53.0,0,4,,820.8(18),4.0,1012.8,814.5,9.7,,15.6,0,,,,2,,,0.0,11.4,8,,289.0,90.0,0,,,46.5,8,4,12.9,13.0,0,7.2,0,14.7,19.6,,,802.7(06),4,01-06-2009,
2462,,8.0,70.0,0,10,5.6,819.3(29),2.0,1011.8,812.0,7.2,,13.2,0,1.0,3.0,,5,19.0,37.0,0.0,10.6,14,,297.0,99.0,1,6.0,1154.0,119.2,13,2,11.6,12.0,2,4.4,1,12.0,16.7,1.0,,796.2(09),13,01-06-2010,
2462,,4.0,59.0,0,3,10.8,821.2(26),,1013.3,814.6,8.7,,17.5,0,0.0,8.0,,0,18.0,72.0,,,5,,,97.0,0,3.0,1449.0,29.1,5,1,,8.0,0,6.9,0,13.9,19.1,0.0,,804.0(07),4,01-06-2011,
2462,,8.0,50.0,0,7,10.2,822.1(26),10.0,1012.7,814.7,9.4,,19.6,0,0.0,9.0,,0,13.0,68.0,0.0,16.5,2,,335.0,85.0,0,5.0,1982.0,9.7,3,1,,15.0,0,11.3,0,14.8,20.2,0.0,,806.7(07),1,01-06-2012,
2462,,4.0,62.0,1,10,9.9,822.0(29),3.0,1015.1,814.9,7.3,,14.1,0,0.0,10.0,,0,16.0,65.0,0.0,12.2,6,,274.0,88.0,0,8.0,1300.0,19.1,5,1,,12.0,1,6.8,0,12.1,16.8,0.0,,806.0(18),5,01-06-2013,
2462,,3.0,58.0,0,6,10.5,821.2(12),6.0,1013.5,814.2,7.7,,13.7,0,0.0,5.0,,0,22.0,70.0,0.0,14.3,7,,311.0,90.0,0,4.0,1521.0,23.4,7,2,,13.0,0,11.1,0,12.8,17.9,0.0,,807.8(06),6,01-06-2014,81412.0
2462,,5.0,51.0,3,6,9.8,822.1(26),4.0,1014.4,816.3,10.2,,19.2,0,0.0,10.0,,1,15.0,65.0,0.0,15.6,10,,277.0,88.0,1,2.0,1834.0,60.1,9,1,,11.0,0,10.3,0,15.4,20.5,0.0,,807.5(13),8,01-06-2015,73960.0
2462,,3.0,57.0,1,7,10.5,822.0(19),4.0,1014.0,815.1,9.0,,14.6,0,0.0,6.0,,0,21.0,70.0,0.0,14.1,5,,273.0,93.0,0,7.0,1456.0,21.3,3,3,,12.0,0,6.2,1,14.0,18.9,0.0,,801.8(15),3,01-06-2016,78492.0
2462,,4.0,50.0,2,6,9.7,822.2(16),7.0,1012.6,815.9,11.2,,18.6,0,0.0,3.0,,2,23.0,64.0,0.0,17.1,9,,300.0,98.0,1,4.0,1823.0,58.6,8,6,,12.0,0,10.2,0,16.9,22.5,0.0,,807.8(28),6,01-06-2017,74891.0
2462,,12.0,70.0,0,11,7.6,821.8(17),4.0,1013.5,814.0,9.0,,17.8,0,0.0,1.0,,2,17.0,50.0,0.0,,12,,281.0,103.0,0,11.0,935.0,58.4,12,1,,12.0,0,6.4,0,13.0,17.0,0.0,,807.3(06),11,01-06-2018,
2462,,2.0,45.0,1,4,11.1,819.7(28),14.0,1011.9,813.4,8.3,,19.3,2,0.0,6.0,,0,22.0,74.0,0.0,16.7,4,,358.0,73.0,0,4.0,2115.0,8.3,4,0,,16.0,1,8.4,1,14.0,19.5,0.0,,804.7(05),2,01-06-2019,86242.0
2462,,9.0,62.0,2,3,9.6,822.4(21),2.0,1012.5,813.3,7.7,,16.7,0,0.0,6.0,,2,15.0,63.0,0.0,14.3,6,,248.0,95.0,0,5.0,1211.0,45.6,7,0,,10.0,0,6.9,0,12.8,17.9,0.0,,801.0(12),4,01-06-2020,72848.0
2462,,5.0,61.0,1,7,9.8,820.0(09),5.0,1014.0,814.7,8.6,,14.3,0,0.0,4.0,,4,21.0,65.0,1.0,14.4,10,,288.0,94.0,0,6.0,1482.0,88.8,11,4,,13.0,0,10.0,0,13.4,18.1,0.0,,806.5(21),8,01-06-2021,74168.0
2462,,6.0,48.0,0,2,10.8,822.7(16),10.0,1012.2,814.8,10.3,,19.2,1,0.0,3.0,,0,21.0,72.0,0.0,16.5,3,,319.0,85.0,0,2.0,1941.0,3.6,5,0,,13.0,0,12.1,0,15.6,20.9,0.0,,807.6(22),1,01-06-2022,79870.0
2462,,,71.0,2,7,7.9,822.5(23),2.0,1012.2,814.0,10.3,,17.2,0,,,,4,,52.0,0.0,14.0,15,,276.0,118.0,0,,,133.2,13,9,,11.0,0,10.2,0,14.5,18.6,,,807.4(08),13,01-06-2023,60799.0
2462,,,62.0,2,10,9.0,820.0(21),6.0,1011.8,813.1,8.6,,14.0,0,,,,4,,60.0,0.0,,13,,263.0,100.0,1,,,99.0,11,6,,11.0,0,10.4,0,13.3,18.0,,,807.5(09),11,01-06-2024,70867.0
2462,,6.0,49.0,0,8,9.6,824.1(31),1.0,1013.1,815.1,9.8,,16.1,0,0.0,9.0,,1,16.0,65.0,0.0,,6,,,83.0,0,6.0,1800.0,21.4,7,1,,13.0,0,11.1,0,15.5,21.1,0.0,,805.1(05),4,01-07-2001,
2462,,1.0,44.0,0,5,11.5,821.4(24),5.0,1013.1,815.6,10.3,,17.4,0,0.0,17.0,,0,13.0,78.0,0.0,19.3,2,,298.0,81.0,0,2.0,1827.0,6.2,4,1,21.6,13.0,0,15.4,0,16.1,21.8,0.0,16.9,810.6(31),1,01-07-2002,
